id,abstract,conclusion,n_conclusion_sections,total
1404.5942,0,0,2,0
1404.5946,0,1,1,1
1404.5949,8,7,1,15
1404.5950,0,0,0,0
1404.5952,0,0,1,0
1404.5953,0,0,1,0
1404.5956,0,4,2,4
1404.5957,0,0,1,0
1404.5958,0,0,1,0
1404.5959,0,0,2,0
1404.5960,0,0,1,0
1404.5961,0,0,1,0
1404.5964,0,0,1,0
1404.5965,0,0,1,0
1404.5967,0,0,0,0
1404.5968,0,1,1,1
1404.5969,0,13,2,13
1404.5986,0,0,2,0
1404.5998,0,0,0,0
1404.6001,0,2,2,2
1404.6002,0,0,1,0
1404.6005,0,0,0,0
1404.6018,0,0,1,0
1404.6038,0,0,2,0
1404.6050,0,0,1,0
1404.6060,0,4,1,4
1404.6066,2,4,1,6
1404.6070,0,0,1,0
1404.6077,0,10,2,10
1404.6081,0,0,1,0
1404.6086,0,0,2,0
1404.6090,0,0,0,0
1404.6092,1,1,2,2
1404.6093,0,0,1,0
1404.6094,2,2,1,4
1404.6102,0,1,2,1
1404.6108,0,0,1,0
1404.6117,0,0,1,0
1404.6122,0,0,1,0
1404.6123,0,1,1,1
1404.6127,0,0,0,0
1404.6133,0,0,0,0
1404.6135,0,2,1,2
1404.6141,0,0,2,0
1404.6142,0,4,1,4
1404.6144,0,0,1,0
1404.6147,0,2,2,2
1404.6149,0,0,1,0
1404.6156,0,0,2,0
1404.6160,0,0,0,0
1404.6173,0,2,2,2
1404.6199,0,0,0,0
1404.6208,0,0,1,0
1404.6209,0,0,1,0
1404.6212,0,0,0,0
1404.6226,0,0,1,0
1404.6236,0,0,1,0
1404.6237,0,0,1,0
1404.6244,0,0,0,0
1404.6251,0,0,1,0
1404.6252,0,2,1,2
1404.6253,0,2,3,2
1404.6286,0,0,2,0
1404.6291,0,0,1,0
1404.6294,0,2,2,2
1404.6303,0,8,2,8
1404.6313,0,1,1,1
1404.6314,0,0,1,0
1404.6318,0,0,1,0
1404.6332,0,0,1,0
1404.6339,0,2,2,2
1404.6347,0,0,1,0
1404.6353,0,0,1,0
1404.6354,0,18,2,18
1404.6398,1,1,2,2
1404.6404,0,0,0,0
1404.6434,0,0,0,0
1404.6440,0,0,0,0
1404.6442,0,0,1,0
1404.6470,0,0,1,0
1404.6478,0,0,1,0
1404.6495,0,0,0,0
1404.6501,3,0,0,3
1404.6505,0,0,0,0
1404.6522,0,0,1,0
1404.6523,0,3,2,3
1404.6524,0,0,0,0
1404.6525,1,1,1,2
1404.6526,1,7,2,8
1404.6527,0,13,2,13
1404.6528,0,0,1,0
1404.6529,2,2,1,4
1404.6530,0,0,1,0
1404.6531,0,0,1,0
1404.6533,0,3,2,3
1404.6534,3,1,2,4
1404.6536,0,0,1,0
1404.6537,1,1,1,2
1404.6540,0,0,1,0
1404.6555,0,0,1,0
1404.6559,0,0,2,0
1404.6562,0,2,2,2
1404.6576,0,0,1,0
1404.6577,0,0,2,0
1404.6593,0,0,1,0
1404.6595,0,2,2,2
1404.6597,0,0,2,0
1404.6599,0,0,2,0
1404.6654,0,8,2,8
1404.6660,0,1,1,1
1404.6672,0,0,0,0
1404.6685,0,0,0,0
1404.6704,0,0,0,0
1404.6705,0,0,1,0
1404.6707,4,0,1,4
1404.6735,0,0,0,0
1404.6748,3,1,1,4
1404.6768,0,0,1,0
1404.6795,0,0,1,0
1404.6828,0,1,2,1
1404.6873,0,26,2,26
1404.6889,0,1,1,1
1404.6894,0,0,0,0
1404.6923,0,0,1,0
1404.6926,0,0,1,0
1404.6940,0,0,1,0
1404.6943,0,0,2,0
1404.6947,8,14,2,22
1404.6948,0,0,1,0
1404.6952,0,0,2,0
1404.6953,0,13,2,13
1404.6961,0,0,1,0
1404.6964,0,0,1,0
1404.6971,0,0,0,0
1404.6977,0,0,1,0
1404.6987,0,9,2,9
1404.6995,0,0,0,0
1404.7012,0,0,2,0
1404.7014,0,0,1,0
1404.7025,0,0,2,0
1404.7028,1,0,2,1
1404.7031,0,0,2,0
1404.7037,0,0,1,0
1404.7095,0,0,2,0
1404.7100,0,0,1,0
1404.7103,0,8,2,8
1404.7112,3,3,1,6
1404.7114,0,0,1,0
1404.7122,0,0,1,0
1404.7125,0,0,1,0
1404.7126,2,0,0,2
1404.7127,0,0,0,0
1404.7128,2,36,3,38
1404.7130,0,1,2,1
1404.7132,0,1,1,1
1404.7135,0,0,2,0
1404.7136,0,0,1,0
1404.7138,0,0,2,0
1404.7140,0,1,1,1
1404.7142,0,0,1,0
1404.7143,3,0,1,3
1404.7144,2,1,1,3
1404.7145,0,0,1,0
1404.7147,0,0,2,0
1404.7149,0,0,5,0
1404.7150,0,1,2,1
1404.7156,0,0,1,0
1404.7159,0,29,2,29
1404.7168,0,0,2,0
1404.7172,0,0,0,0
1404.7179,0,0,1,0
1404.7185,1,6,1,7
1404.7190,0,0,2,0
1404.7200,0,0,0,0
1404.7201,0,1,1,1
1404.7214,0,0,0,0
1404.7218,0,6,2,6
1404.7222,0,1,1,1
1404.7223,0,0,2,0
1404.7228,0,0,2,0
1404.7235,0,1,2,1
1404.7243,0,0,2,0
1404.7244,2,2,1,4
1404.7266,0,0,1,0
1404.7271,0,0,1,0
1404.7273,0,3,2,3
1404.7274,0,0,1,0
1404.7283,0,0,1,0
1404.7285,0,0,1,0
1404.7291,0,1,2,1
1404.7293,0,2,2,2
1404.7334,0,0,1,0
1404.7349,0,0,0,0
1404.7366,0,9,2,9
1404.7367,0,0,0,0
1404.7382,0,6,2,6
1404.7384,7,8,2,15
1404.7392,0,1,2,1
1404.7393,2,4,2,6
1404.7413,0,13,2,13
1404.7419,0,0,2,0
1404.7425,0,0,2,0
1404.7427,0,0,1,0
1404.7430,3,0,1,3
1404.7441,0,0,0,0
1404.7444,1,11,2,12
1404.7453,0,0,1,0
1404.7462,0,0,0,0
1404.7470,0,0,1,0
1404.7481,0,1,2,1
1404.7484,0,0,1,0
1404.7486,8,0,0,8
1404.7495,0,12,1,12
1404.7496,0,0,1,0
1404.7498,0,11,2,11
1404.7499,0,0,0,0
1404.7500,7,81,3,88
1404.7501,0,0,1,0
1404.7503,0,0,1,0
1404.7504,0,0,1,0
1404.7505,0,0,2,0
1404.7508,0,0,0,0
1404.7512,0,0,2,0
1404.7515,0,0,1,0
1404.7522,0,1,1,1
1404.7525,0,0,1,0
1404.7538,0,0,1,0
1404.7539,0,0,1,0
1404.7543,0,0,2,0
1404.7546,0,0,1,0
1404.7561,0,0,1,0
1404.7575,0,0,2,0
1404.7579,0,0,2,0
1404.7627,0,0,1,0
1404.7656,0,0,1,0
1404.7661,0,0,0,0
1404.7667,0,0,1,0
1404.7668,1,1,1,2
1404.7712,1,19,2,20
1404.7724,0,0,1,0
1404.7735,0,0,1,0
1404.7741,0,0,2,0
1404.7744,0,0,2,0
1404.7773,0,0,0,0
1404.7806,0,0,3,0
1404.7823,0,0,1,0
1404.7825,0,0,1,0
1404.7848,0,2,2,2
1404.7853,0,0,1,0
1404.7855,0,0,1,0
1405.0003,0,2,2,2
1405.0004,0,0,1,0
1405.0008,0,25,2,25
1405.0010,0,0,0,0
1405.0011,0,0,0,0
1405.0013,0,0,1,0
1405.0014,0,11,2,11
1405.0016,0,0,1,0
1405.0026,0,0,0,0
1405.0036,0,0,1,0
1405.0037,1,10,2,11
1405.0038,0,0,1,0
1405.0057,0,0,1,0
1405.0062,0,0,1,0
1405.0068,0,1,1,1
1405.0076,0,0,2,0
1405.0105,0,0,1,0
1405.0117,0,0,0,0
1405.0119,0,6,2,6
1405.0128,0,0,1,0
1405.0130,0,0,1,0
1405.0139,0,0,1,0
1405.0155,0,0,1,0
1405.0159,0,0,1,0
1405.0160,0,0,2,0
1405.0173,0,0,1,0
1405.0180,0,0,1,0
1405.0184,0,0,1,0
1405.0197,0,0,1,0
1405.0206,0,0,2,0
1405.0211,0,0,0,0
1405.0221,0,0,1,0
1405.0222,0,37,2,37
1405.0225,0,1,1,1
1405.0228,0,0,1,0
1405.0236,0,0,1,0
1405.0243,1,0,1,1
1405.0246,0,0,0,0
1405.0249,0,0,0,0
1405.0252,0,0,1,0
1405.0266,1,3,2,4
1405.0267,4,28,1,32
1405.0268,0,0,0,0
1405.0270,0,0,1,0
1405.0272,0,0,0,0
1405.0278,0,14,2,14
1405.0279,8,0,1,8
1405.0280,0,0,1,0
1405.0281,0,0,1,0
1405.0283,0,0,1,0
1405.0284,0,0,2,0
1405.0286,0,0,2,0
1405.0287,8,0,1,8
1405.0288,0,0,1,0
1405.0292,0,1,1,1
1405.0298,0,0,1,0
1405.0299,0,0,1,0
1405.0306,4,39,2,43
1405.0308,0,0,1,0
1405.0313,0,0,1,0
1405.0314,0,0,2,0
1405.0331,0,3,2,3
1405.0346,0,2,1,2
1405.0349,0,0,0,0
1405.0357,0,0,2,0
1405.0358,0,0,2,0
1405.0360,0,0,1,0
1405.0364,0,0,1,0
1405.0375,0,1,2,1
1405.0381,0,0,1,0
1405.0393,0,0,1,0
1405.0405,0,0,2,0
1405.0411,0,1,2,1
1405.0426,0,0,1,0
1405.0451,0,7,1,7
1405.0458,2,3,2,5
1405.0465,0,0,1,0
1405.0471,0,0,0,0
1405.0473,0,0,1,0
1405.0474,2,8,1,10
1405.0482,0,0,1,0
1405.0484,0,0,0,0
1405.0488,0,0,2,0
1405.0489,0,0,1,0
1405.0490,2,0,0,2
1405.0492,0,0,1,0
1405.0494,0,0,1,0
1405.0496,2,12,2,14
1405.0498,0,0,1,0
1405.0503,2,1,1,3
1405.0504,0,0,0,0
1405.0510,0,0,1,0
1405.0511,2,2,1,4
1405.0513,0,0,0,0
1405.0516,0,1,1,1
1405.0519,0,0,1,0
1405.0525,0,0,1,0
1405.0537,0,0,2,0
1405.0552,0,0,2,0
1405.0557,0,0,1,0
1405.0570,3,8,2,11
1405.0587,0,0,2,0
1405.0600,0,0,2,0
1405.0612,0,2,2,2
1405.0614,0,0,2,0
1405.0618,6,2,1,8
1405.0622,0,6,2,6
1405.0623,0,3,2,3
1405.0639,0,0,1,0
1405.0656,0,0,1,0
1405.0670,0,0,1,0
1405.0677,3,6,2,9
1405.0679,0,0,1,0
1405.0687,0,0,1,0
1405.0691,0,2,2,2
1405.0695,0,0,2,0
1405.0706,0,0,2,0
1405.0711,0,0,1,0
1405.0715,1,24,2,25
1405.0717,0,0,1,0
1405.0739,10,24,2,34
1405.0750,0,0,0,0
1405.0763,0,2,2,2
1405.0764,0,0,0,0
1405.0768,0,0,1,0
1405.0772,0,0,1,0
1405.0775,0,0,2,0
1405.0798,0,0,0,0
1405.0800,5,32,1,37
1405.0802,0,2,2,2
1405.0819,0,0,1,0
1405.0821,1,1,2,2
1405.0824,0,0,1,0
1405.0839,0,0,1,0
1405.0840,0,0,2,0
1405.0844,0,0,1,0
1405.0846,2,2,2,4
1405.0850,0,0,1,0
1405.0855,0,2,2,2
1405.0880,0,1,1,1
1405.0898,0,0,1,0
1405.0907,6,4,2,10
1405.0924,3,0,1,3
1405.0927,0,0,1,0
1405.0939,0,0,1,0
1405.0940,0,0,2,0
1405.0942,0,0,1,0
1405.0951,0,0,1,0
1405.0953,0,0,0,0
1405.0960,0,0,1,0
1405.1013,0,0,1,0
1405.1022,0,2,2,2
1405.1028,0,0,1,0
1405.1030,0,0,0,0
1405.1031,0,0,0,0
1405.1032,0,0,1,0
1405.1033,0,0,1,0
1405.1035,1,2,1,3
1405.1039,0,0,1,0
1405.1040,0,0,0,0
1405.1042,0,0,0,0
1405.1043,0,0,1,0
1405.1045,0,0,1,0
1405.1046,5,29,2,34
1405.1047,0,0,1,0
1405.1048,5,5,1,10
1405.1049,0,5,2,5
1405.1050,0,0,1,0
1405.1052,0,0,1,0
1405.1053,0,0,3,0
1405.1055,0,0,2,0
1405.1056,0,4,2,4
1405.1065,0,0,1,0
1405.1072,0,3,2,3
1405.1077,0,1,2,1
1405.1082,0,12,2,12
1405.1084,0,16,2,16
1405.1086,0,0,2,0
1405.1121,0,0,1,0
1405.1128,0,0,0,0
1405.1135,0,0,1,0
1405.1137,0,0,1,0
1405.1138,0,0,3,0
1405.1140,0,4,3,4
1405.1144,0,0,2,0
1405.1147,0,7,2,7
1405.1154,5,12,2,17
1405.1171,0,0,1,0
1405.1188,0,0,0,0
1405.1201,3,5,1,8
1405.1203,0,0,1,0
1405.1205,0,6,2,6
1405.1216,0,0,1,0
1405.1274,0,15,2,15
1405.1277,0,0,1,0
1405.1284,3,3,1,6
1405.1285,0,0,1,0
1405.1290,0,0,0,0
1405.1321,0,0,1,0
1405.1325,1,0,1,1
1405.1369,0,0,1,0
1405.1390,2,0,0,2
1405.1414,0,0,1,0
1405.1415,2,3,1,5
1405.1416,0,0,2,0
1405.1417,0,0,0,0
1405.1419,0,2,1,2
1405.1421,0,0,1,0
1405.1422,0,4,2,4
1405.1423,0,1,1,1
1405.1425,0,0,1,0
1405.1426,0,0,1,0
1405.1427,0,4,2,4
1405.1428,0,0,1,0
1405.1430,0,0,1,0
1405.1431,0,3,2,3
1405.1432,0,0,1,0
1405.1435,0,0,1,0
1405.1437,0,0,0,0
1405.1443,1,0,0,1
1405.1446,0,1,1,1
1405.1447,1,0,2,1
1405.1452,0,0,0,0
1405.1453,0,0,1,0
1405.1455,0,1,1,1
1405.1456,0,1,1,1
1405.1488,1,0,1,1
1405.1489,0,0,1,0
1405.1493,0,0,1,0
1405.1500,0,1,2,1
1405.1508,0,7,2,7
1405.1529,0,0,1,0
1405.1539,0,0,1,0
1405.1555,0,6,1,6
1405.1559,0,0,1,0
1405.1560,0,9,2,9
1405.1561,0,2,1,2
1405.1563,0,0,2,0
1405.1566,3,9,2,12
1405.1581,0,0,1,0
1405.1589,0,0,1,0
1405.1598,0,0,1,0
1405.1604,0,0,0,0
1405.1606,0,4,2,4
1405.1609,0,0,2,0
1405.1624,0,0,0,0
1405.1626,0,3,2,3
1405.1629,0,0,1,0
1405.1635,0,0,1,0
1405.1639,0,0,0,0
1405.1644,0,0,1,0
1405.1656,0,0,0,0
1405.1667,0,0,1,0
1405.1685,1,0,0,1
1405.1695,0,1,1,1
1405.1696,1,5,1,6
1405.1711,1,4,2,5
1405.1718,0,0,2,0
1405.1722,0,0,2,0
1405.1723,0,0,1,0
1405.1726,0,0,1,0
1405.1727,0,0,1,0
1405.1730,0,1,1,1
1405.1733,0,0,2,0
1405.1735,0,1,1,1
1405.1737,0,0,1,0
1405.1751,0,0,1,0
1405.1753,0,0,1,0
1405.1767,0,0,1,0
1405.1769,1,0,2,1
1405.1776,0,0,1,0
1405.1777,0,0,1,0
1405.1783,0,0,1,0
1405.1786,0,0,0,0
1405.1804,0,0,1,0
1405.1807,0,8,1,8
1405.1810,0,2,2,2
1405.1838,0,0,1,0
1405.1839,1,2,2,3
1405.1844,0,0,2,0
1405.1846,0,0,2,0
1405.1860,4,30,2,34
1405.1869,2,3,2,5
1405.1880,0,0,2,0
1405.1883,0,0,1,0
1405.1910,1,1,1,2
1405.1920,1,0,0,1
1405.1930,0,0,1,0
1405.1936,0,0,2,0
1405.1959,0,0,1,0
1405.1960,0,2,2,2
1405.1977,0,0,0,0
1405.1983,0,1,1,1
1405.1986,0,6,2,6
1405.1987,0,1,1,1
1405.2007,0,1,1,1
1405.2012,0,1,2,1
1405.2016,0,0,0,0
1405.2020,0,0,0,0
1405.2024,0,11,2,11
1405.2026,0,1,1,1
1405.2035,0,2,2,2
1405.2040,2,2,2,4
1405.2041,4,32,2,36
1405.2060,0,16,2,16
1405.2069,0,1,2,1
1405.2070,5,2,1,7
1405.2071,0,1,2,1
1405.2075,0,1,1,1
1405.2076,0,0,1,0
1405.2079,0,1,2,1
1405.2081,0,0,1,0
1405.2083,0,0,1,0
1405.2085,0,0,1,0
1405.2091,0,0,1,0
1405.2097,0,0,1,0
1405.2098,0,0,1,0
1405.2101,0,1,1,1
1405.2124,1,0,0,1
1405.2127,0,0,1,0
1405.2131,0,1,2,1
1405.2148,2,16,2,18
1405.2149,0,0,2,0
1405.2160,0,0,1,0
1405.2174,0,0,1,0
1405.2180,0,0,1,0
1405.2182,0,0,1,0
1405.2187,0,0,1,0
1405.2194,0,0,2,0
1405.2198,0,1,1,1
1405.2204,0,0,1,0
1405.2245,0,0,1,0
1405.2255,0,0,1,0
1405.2259,0,55,2,55
1405.2278,0,0,1,0
1405.2282,0,2,2,2
1405.2296,0,0,1,0
1405.2335,0,0,2,0
1405.2337,0,4,2,4
1405.2338,0,19,2,19
1405.2339,0,0,2,0
1405.2340,0,1,1,1
1405.2341,0,0,2,0
1405.2342,0,6,2,6
1405.2344,0,1,2,1
1405.2351,0,0,2,0
1405.2366,0,1,1,1
1405.2374,0,0,1,0
1405.2388,0,30,2,30
1405.2393,0,0,1,0
1405.2439,0,0,0,0
1405.2446,0,2,1,2
1405.2460,0,0,1,0
1405.2515,3,1,2,4
1405.2536,0,0,1,0
1405.2543,0,0,1,0
1405.2577,1,0,0,1
1405.2578,0,3,2,3
1405.2594,1,2,1,3
1405.2599,0,2,2,2
1405.2613,2,7,1,9
1405.2616,0,0,0,0
1405.2617,1,4,2,5
1405.2620,2,10,2,12
1405.2625,0,0,0,0
1405.2633,1,9,2,10
1405.2637,0,0,1,0
1405.2638,0,0,1,0
1405.2645,0,2,1,2
1405.2650,0,0,1,0
1405.2663,0,6,2,6
1405.2666,0,0,2,0
1405.2699,0,7,2,7
1405.2724,3,16,3,19
1405.2727,0,6,2,6
1405.2769,0,6,2,6
1405.2775,0,0,0,0
1405.2776,0,0,1,0
1405.2778,0,2,2,2
1405.2784,0,0,1,0
1405.2785,1,0,1,1
1405.2790,0,1,2,1
1405.2824,0,0,0,0
1405.2835,0,1,2,1
1405.2837,0,15,2,15
1405.2887,4,0,1,4
1405.2896,0,0,0,0
1405.2897,0,0,1,0
1405.2899,0,0,0,0
1405.2920,0,0,1,0
1405.2921,0,0,2,0
1405.2922,0,0,1,0
1405.2929,1,0,0,1
1405.2932,1,32,2,33
1405.2934,0,0,1,0
1405.2935,0,0,1,0
1405.2938,0,4,2,4
1405.2983,0,0,1,0
1405.2989,0,11,2,11
1405.2991,1,1,1,2
1405.3008,0,0,2,0
1405.3012,0,0,1,0
1405.3054,0,0,1,0
1405.3056,0,0,1,0
1405.3064,0,0,1,0
1405.3071,0,0,1,0
1405.3074,1,8,1,9
1405.3091,0,0,1,0
1405.3107,0,0,0,0
1405.3109,6,0,0,6
1405.3114,0,6,1,6
1405.3120,0,6,2,6
1405.3134,0,1,1,1
1405.3138,0,0,1,0
1405.3178,0,0,0,0
1405.3186,0,0,1,0
1405.3197,0,0,0,0
1405.3203,0,0,2,0
1405.3227,0,0,1,0
1405.3233,0,0,1,0
1405.3239,1,1,1,2
1405.3242,0,0,1,0
1405.3246,0,0,0,0
1405.3249,0,0,2,0
1405.3253,0,1,2,1
1405.3262,0,0,0,0
1405.3268,0,2,2,2
1405.3281,0,8,2,8
1405.3283,0,1,2,1
1405.3284,0,0,1,0
1405.3285,0,0,1,0
1405.3286,1,15,2,16
1405.3287,0,0,1,0
1405.3288,0,0,1,0
1405.3291,0,2,2,2
1405.3294,0,0,2,0
1405.3303,0,0,1,0
1405.3308,2,0,1,2
1405.3317,0,18,2,18
1405.3332,4,0,0,4
1405.3372,0,0,1,0
1405.3408,0,0,1,0
1405.3412,1,5,2,6
1405.3419,0,1,2,1
1405.3429,0,0,2,0
1405.3432,0,0,1,0
1405.3435,0,0,1,0
1405.3437,0,0,1,0
1405.3438,5,14,2,19
1405.3440,0,0,1,0
1405.3450,0,0,1,0
1405.3457,0,0,1,0
1405.3464,0,3,1,3
1405.3481,0,0,1,0
1405.3495,0,1,1,1
1405.3516,0,9,2,9
1405.3523,0,0,1,0
1405.3530,0,0,1,0
1405.3537,0,0,1,0
1405.3541,0,0,1,0
1405.3542,0,0,2,0
1405.3550,0,0,2,0
1405.3552,0,0,1,0
1405.3562,0,0,0,0
1405.3582,1,0,0,1
1405.3590,0,0,0,0
1405.3624,0,0,0,0
1405.3633,0,25,2,25
1405.3635,0,1,2,1
1405.3644,0,0,1,0
1405.3647,0,3,1,3
1405.3648,0,0,2,0
1405.3659,7,5,1,12
1405.3660,0,0,2,0
1405.3661,6,17,2,23
1405.3662,5,6,2,11
1405.3664,0,4,2,4
1405.3665,0,2,1,2
1405.3666,3,8,2,11
1405.3668,0,1,1,1
1405.3673,0,0,1,0
1405.3674,0,7,2,7
1405.3677,2,12,1,14
1405.3679,0,3,2,3
1405.3696,0,0,0,0
1405.3705,0,0,1,0
1405.3711,0,0,2,0
1405.3728,0,0,1,0
1405.3731,0,2,1,2
1405.3749,0,0,1,0
1405.3752,0,0,0,0
1405.3774,0,0,1,0
1405.3782,0,3,2,3
1405.3797,0,0,1,0
1405.3798,0,0,0,0
1405.3800,0,33,2,33
1405.3803,0,0,0,0
1405.3828,0,0,1,0
1405.3833,2,3,1,5
1405.3834,0,0,0,0
1405.3837,0,2,2,2
1405.3838,0,0,0,0
1405.3842,1,0,1,1
1405.3847,0,0,2,0
1405.3854,1,0,1,1
1405.3903,1,3,1,4
1405.3908,1,2,1,3
1405.3923,0,5,2,5
1405.3924,0,0,3,0
1405.3926,0,0,1,0
1405.3933,0,0,0,0
1405.3934,0,0,1,0
1405.3937,0,0,1,0
1405.3959,0,0,1,0
1405.3962,0,0,2,0
1405.3970,3,4,1,7
1405.3981,0,0,1,0
1405.3983,0,3,1,3
1405.3984,0,1,2,1
1405.3985,0,1,2,1
1405.3986,0,0,1,0
1405.3990,0,3,2,3
1405.3991,0,0,1,0
1405.3994,1,0,1,1
1405.4005,0,0,1,0
1405.4010,0,0,1,0
1405.4011,0,0,0,0
1405.4012,6,6,1,12
1405.4018,0,1,2,1
1405.4023,2,30,3,32
1405.4029,0,0,2,0
1405.4032,1,0,1,1
1405.4033,0,0,0,0
1405.4040,0,0,0,0
1405.4050,0,0,0,0
1405.4090,2,10,2,12
1405.4096,0,0,2,0
1405.4114,0,0,1,0
1405.4125,0,0,1,0
1405.4128,0,1,2,1
1405.4137,0,0,1,0
1405.4139,3,0,0,3
1405.4159,0,0,2,0
1405.4165,0,0,1,0
1405.4166,0,0,1,0
1405.4168,0,0,1,0
1405.4173,0,0,1,0
1405.4179,0,0,1,0
1405.4184,1,20,2,21
1405.4185,0,1,2,1
1405.4187,0,0,0,0
1405.4194,0,0,1,0
1405.4208,0,0,2,0
1405.4209,0,0,1,0
1405.4215,1,0,1,1
1405.4216,0,12,2,12
1405.4257,0,0,1,0
1405.4285,0,2,1,2
1405.4290,0,0,1,0
1405.4302,0,0,0,0
1405.4303,0,0,1,0
1405.4307,1,3,1,4
1405.4310,0,1,2,1
1405.4315,0,0,0,0
1405.4318,0,0,1,0
1405.4331,3,27,2,30
1405.4344,0,0,1,0
1405.4369,0,0,1,0
1405.4403,0,0,0,0
1405.4411,0,0,1,0
1405.4415,0,0,1,0
1405.4424,0,12,2,12
1405.4466,0,0,1,0
1405.4494,1,20,2,21
1405.4517,1,0,0,1
1405.4523,0,2,2,2
1405.4528,0,1,1,1
1405.4547,0,0,2,0
1405.4554,3,1,1,4
1405.4568,1,1,1,2
1405.4576,0,0,1,0
1405.4595,0,1,2,1
1405.4598,0,0,1,0
1405.4606,0,5,1,5
1405.4621,0,0,1,0
1405.4636,3,9,1,12
1405.4639,1,1,2,2
1405.4651,0,0,1,0
1405.4652,0,0,1,0
1405.4660,0,4,2,4
1405.4662,1,4,2,5
1405.4669,0,0,1,0
1405.4671,0,0,1,0
1405.4702,0,0,2,0
1405.4707,0,0,1,0
1405.4711,1,0,1,1
1405.4714,1,0,1,1
1405.4719,0,0,0,0
1405.4738,0,0,2,0
1405.4761,0,0,1,0
1405.4769,0,2,2,2
1405.4780,0,0,1,0
1405.4796,1,0,0,1
1405.4810,0,2,1,2
1405.4833,0,11,2,11
1405.4840,0,0,0,0
1405.4854,2,1,1,3
1405.4855,0,0,2,0
1405.4858,0,0,1,0
1405.4861,0,0,0,0
1405.4862,0,0,1,0
1405.4863,0,0,1,0
1405.4865,0,0,1,0
1405.4867,0,0,1,0
1405.4868,0,1,1,1
1405.4870,1,1,1,2
1405.4872,0,5,2,5
1405.4873,0,0,1,0
1405.4874,0,0,1,0
1405.4884,0,0,1,0
1405.4888,3,6,1,9
1405.4893,0,0,2,0
1405.4899,0,0,1,0
1405.4913,0,0,1,0
1405.4923,0,0,1,0
1405.4932,0,0,1,0
1405.4984,2,9,2,11
1405.5010,0,0,1,0
1405.5013,0,0,1,0
1405.5014,1,5,1,6
1405.5041,0,0,0,0
1405.5075,2,0,0,2
1405.5087,0,3,1,3
1405.5095,0,0,1,0
1405.5115,1,3,2,4
1405.5116,0,1,1,1
1405.5131,1,19,2,20
1405.5132,0,0,2,0
1405.5136,0,1,2,1
1405.5142,0,0,1,0
1405.5196,0,0,0,0
1405.5204,0,2,1,2
1405.5214,0,0,2,0
1405.5216,0,0,1,0
1405.5218,0,0,1,0
1405.5222,0,0,1,0
1405.5223,0,0,1,0
1405.5225,1,0,1,1
1405.5229,8,6,1,14
1405.5237,1,0,1,1
1405.5250,0,1,2,1
1405.5259,0,3,2,3
1405.5262,0,2,2,2
1405.5266,0,0,1,0
1405.5280,0,0,2,0
1405.5281,0,0,1,0
1405.5284,0,1,1,1
1405.5286,0,1,2,1
1405.5298,0,1,2,1
1405.5301,0,0,1,0
1405.5303,1,0,0,1
1405.5324,0,0,1,0
1405.5332,0,2,2,2
1405.5337,0,0,0,0
1405.5354,2,0,1,2
1405.5366,1,6,2,7
1405.5374,0,0,1,0
1405.5387,0,0,2,0
1405.5416,0,0,1,0
1405.5418,0,0,2,0
1405.5425,0,0,2,0
1405.5426,0,2,2,2
1405.5439,3,1,1,4
1405.5442,0,0,1,0
1405.5460,0,0,1,0
1405.5466,0,2,2,2
1405.5472,1,2,1,3
1405.5473,0,1,1,1
1405.5476,0,0,2,0
1405.5481,0,13,2,13
1405.5482,0,0,2,0
1405.5487,0,0,1,0
1405.5516,0,7,2,7
1405.5519,1,0,2,1
1405.5521,0,0,2,0
1405.5524,0,0,1,0
1405.5527,0,3,2,3
1405.5533,0,11,2,11
1405.5535,0,0,0,0
1405.5538,0,0,1,0
1405.5540,0,0,1,0
1405.5553,0,0,1,0
1405.5564,0,52,2,52
1405.5565,0,0,0,0
1405.5573,0,0,2,0
1405.5583,0,2,2,2
1405.5635,1,1,1,2
1405.5637,1,23,2,24
1405.5647,0,0,1,0
1405.5653,0,4,2,4
1405.5658,0,0,1,0
1405.5688,0,0,1,0
1405.5694,4,14,2,18
1405.5696,0,0,1,0
1405.5699,0,0,1,0
1405.5707,0,0,1,0
1405.5714,0,0,1,0
1405.5720,0,0,1,0
1405.5723,0,0,2,0
1405.5727,0,0,1,0
1405.5729,0,0,0,0
1405.5731,0,0,0,0
1405.5738,2,4,1,6
1405.5759,0,2,1,2
1405.5761,0,0,1,0
1405.5773,0,7,2,7
1405.5775,0,0,1,0
1405.5778,2,7,2,9
1405.5784,0,0,1,0
1405.5813,0,0,1,0
1405.5832,0,0,2,0
1405.5833,0,0,1,0
1405.5836,0,0,1,0
1405.5846,0,1,2,1
1405.5857,0,0,0,0
1405.5874,0,0,1,0
1405.5876,3,5,1,8
1405.5877,0,0,2,0
1405.5878,5,5,1,10
1405.5881,4,3,1,7
1405.5884,0,0,1,0
1405.5885,0,0,1,0
1405.5888,3,3,1,6
1405.5898,0,4,2,4
1405.5912,0,0,1,0
1405.5913,0,0,1,0
1405.5923,3,2,2,5
1405.5933,0,0,2,0
1405.5945,0,0,2,0
1405.5949,0,1,2,1
1405.5954,0,0,1,0
1405.5955,0,0,0,0
1405.5963,0,0,1,0
1405.5972,0,0,2,0
1405.5983,0,2,1,2
1405.5986,0,0,0,0
1405.5999,0,0,1,0
1405.6001,0,0,2,0
